Set seed
Model GAT
--------------------------------------------------
The 1th iteration:
--------------------------------------------------
--------------------------------------------------
The 2th iteration:
--------------------------------------------------
--------------------------------------------------
The 3th iteration:
--------------------------------------------------
--------------------------------------------------
The 4th iteration:
--------------------------------------------------
--------------------------------------------------
The 5th iteration:
--------------------------------------------------
[[  1.           0.09252336   0.0164238 ]
 [  2.           0.0823765    0.02454395]
 [  3.           0.06782377   0.00238833]
 [  4.           0.06688919   0.00029854]
 [  5.           0.06675567   0.        ]
 [  6.           0.06675567   0.        ]
 [  7.           0.06675567   0.        ]
 [  8.           0.06675567   0.        ]
 [  9.           0.06675567   0.        ]
 [ 10.           0.06675567   0.        ]
 [ 11.           0.06675567   0.        ]
 [ 12.           0.06675567   0.        ]
 [ 13.           0.06675567   0.        ]
 [ 14.           0.06675567   0.        ]
 [ 15.           0.06675567   0.        ]
 [ 16.           0.06675567   0.        ]
 [ 17.           0.06675567   0.        ]
 [ 18.           0.06675567   0.        ]
 [ 19.           0.06675567   0.        ]
 [ 20.           0.06675567   0.        ]
 [ 21.           0.06675567   0.        ]
 [ 22.           0.06675567   0.        ]
 [ 23.           0.06675567   0.        ]
 [ 24.           0.06675567   0.        ]
 [ 25.           0.06675567   0.        ]
 [ 26.           0.06675567   0.        ]
 [ 27.           0.06675567   0.        ]
 [ 28.           0.06675567   0.        ]
 [ 29.           0.06675567   0.        ]
 [ 30.           0.06675567   0.        ]
 [ 31.           0.06675567   0.        ]
 [ 32.           0.06675567   0.        ]
 [ 33.           0.06675567   0.        ]
 [ 34.           0.06675567   0.        ]
 [ 35.           0.06675567   0.        ]
 [ 36.           0.06675567   0.        ]
 [ 37.           0.06675567   0.        ]
 [ 38.           0.06675567   0.        ]
 [ 39.           0.06675567   0.        ]
 [ 40.           0.06675567   0.        ]
 [ 41.           0.06675567   0.        ]
 [ 42.           0.06675567   0.        ]
 [ 43.           0.06675567   0.        ]
 [ 44.           0.06675567   0.        ]
 [ 45.           0.06675567   0.        ]
 [ 46.           0.06675567   0.        ]
 [ 47.           0.06675567   0.        ]
 [ 48.           0.06675567   0.        ]
 [ 49.           0.06675567   0.        ]
 [ 50.           0.06675567   0.        ]
 [ 51.           0.06675567   0.        ]
 [ 52.           0.06675567   0.        ]
 [ 53.           0.06675567   0.        ]
 [ 54.           0.06675567   0.        ]
 [ 55.           0.06675567   0.        ]
 [ 56.           0.06675567   0.        ]
 [ 57.           0.0775701    0.02418178]
 [ 58.           0.0706275    0.00865767]
 [ 59.           0.06675567   0.        ]
 [ 60.           0.06675567   0.        ]
 [ 61.           0.06675567   0.        ]
 [ 62.           0.06675567   0.        ]
 [ 63.           0.06675567   0.        ]
 [ 64.           0.06675567   0.        ]
 [ 65.           0.06675567   0.        ]
 [ 66.           0.06675567   0.        ]
 [ 67.           0.06675567   0.        ]
 [ 68.           0.06675567   0.        ]
 [ 69.           0.06675567   0.        ]
 [ 70.           0.06675567   0.        ]
 [ 71.           0.06675567   0.        ]
 [ 72.           0.06675567   0.        ]
 [ 73.           0.06675567   0.        ]
 [ 74.           0.06675567   0.        ]
 [ 75.           0.06675567   0.        ]
 [ 76.           0.06675567   0.        ]
 [ 77.           0.06675567   0.        ]
 [ 78.           0.06675567   0.        ]
 [ 79.           0.06675567   0.        ]
 [ 80.           0.06675567   0.        ]
 [ 81.           0.06675567   0.        ]
 [ 82.           0.06675567   0.        ]
 [ 83.           0.06675567   0.        ]
 [ 84.           0.06675567   0.        ]
 [ 85.           0.06675567   0.        ]
 [ 86.           0.06675567   0.        ]
 [ 87.           0.06675567   0.        ]
 [ 88.           0.06675567   0.        ]
 [ 89.           0.06675567   0.        ]
 [ 90.           0.06675567   0.        ]
 [ 91.           0.06675567   0.        ]
 [ 92.           0.06675567   0.        ]
 [ 93.           0.06675567   0.        ]
 [ 94.           0.06675567   0.        ]
 [ 95.           0.06675567   0.        ]
 [ 96.           0.06675567   0.        ]
 [ 97.           0.06675567   0.        ]
 [ 98.           0.06675567   0.        ]
 [ 99.           0.06675567   0.        ]
 [100.           0.06675567   0.        ]
 [101.           0.06675567   0.        ]
 [102.           0.06675567   0.        ]
 [103.           0.06675567   0.        ]
 [104.           0.06675567   0.        ]
 [105.           0.06675567   0.        ]
 [106.           0.06675567   0.        ]
 [107.           0.06675567   0.        ]
 [108.           0.06675567   0.        ]
 [109.           0.06675567   0.        ]
 [110.           0.06675567   0.        ]
 [111.           0.06675567   0.        ]
 [112.           0.06675567   0.        ]
 [113.           0.06675567   0.        ]
 [114.           0.06675567   0.        ]
 [115.           0.06675567   0.        ]
 [116.           0.06675567   0.        ]
 [117.           0.06675567   0.        ]
 [118.           0.06675567   0.        ]
 [119.           0.06675567   0.        ]
 [120.           0.06675567   0.        ]
 [121.           0.06675567   0.        ]
 [122.           0.06675567   0.        ]
 [123.           0.06675567   0.        ]
 [124.           0.06675567   0.        ]
 [125.           0.06675567   0.        ]
 [126.           0.06675567   0.        ]
 [127.           0.06675567   0.        ]
 [128.           0.06675567   0.        ]
 [129.           0.06675567   0.        ]
 [130.           0.06675567   0.        ]
 [131.           0.06675567   0.        ]
 [132.           0.06675567   0.        ]
 [133.           0.06675567   0.        ]
 [134.           0.06675567   0.        ]
 [135.           0.06675567   0.        ]
 [136.           0.06675567   0.        ]
 [137.           0.06675567   0.        ]
 [138.           0.06675567   0.        ]
 [139.           0.06675567   0.        ]
 [140.           0.06675567   0.        ]
 [141.           0.06675567   0.        ]
 [142.           0.06675567   0.        ]
 [143.           0.06675567   0.        ]
 [144.           0.06675567   0.        ]
 [145.           0.06675567   0.        ]
 [146.           0.06675567   0.        ]
 [147.           0.06675567   0.        ]
 [148.           0.06675567   0.        ]
 [149.           0.06675567   0.        ]
 [150.           0.06675567   0.        ]
 [151.           0.06675567   0.        ]
 [152.           0.06675567   0.        ]
 [153.           0.06675567   0.        ]
 [154.           0.06675567   0.        ]
 [155.           0.06675567   0.        ]
 [156.           0.06675567   0.        ]
 [157.           0.06675567   0.        ]
 [158.           0.0670227    0.00059708]
 [159.           0.06648865   0.00059708]
 [160.           0.06648865   0.00059708]
 [161.           0.06648865   0.00059708]
 [162.           0.06648865   0.00059708]
 [163.           0.06648865   0.00059708]
 [164.           0.06648865   0.00059708]
 [165.           0.06648865   0.00059708]
 [166.           0.06648865   0.00059708]
 [167.           0.06648865   0.00059708]
 [168.           0.06648865   0.00059708]
 [169.           0.06648865   0.00059708]
 [170.           0.06648865   0.00059708]
 [171.           0.06648865   0.00059708]
 [172.           0.06648865   0.00059708]
 [173.           0.06648865   0.00059708]
 [174.           0.06648865   0.00059708]
 [175.           0.06648865   0.00059708]
 [176.           0.06648865   0.00059708]
 [177.           0.06648865   0.00059708]
 [178.           0.06648865   0.00059708]
 [179.           0.06648865   0.00059708]
 [180.           0.06648865   0.00059708]
 [181.           0.06648865   0.00059708]
 [182.           0.06648865   0.00059708]
 [183.           0.06648865   0.00059708]
 [184.           0.06648865   0.00059708]
 [185.           0.06648865   0.00059708]
 [186.           0.06648865   0.00059708]
 [187.           0.06648865   0.00059708]
 [188.           0.06648865   0.00059708]
 [189.           0.06648865   0.00059708]
 [190.           0.06648865   0.00059708]
 [191.           0.06648865   0.00059708]
 [192.           0.06648865   0.00059708]
 [193.           0.06648865   0.00059708]
 [194.           0.06648865   0.00059708]
 [195.           0.06648865   0.00059708]
 [196.           0.06648865   0.00059708]
 [197.           0.06648865   0.00059708]
 [198.           0.06648865   0.00059708]
 [199.           0.06648865   0.00059708]
 [200.           0.06648865   0.00059708]
 [201.           0.06648865   0.00059708]
 [202.           0.06648865   0.00059708]
 [203.           0.06648865   0.00059708]
 [204.           0.06648865   0.00059708]
 [205.           0.06648865   0.00059708]
 [206.           0.06648865   0.00059708]
 [207.           0.06648865   0.00059708]
 [208.           0.06648865   0.00059708]
 [209.           0.06648865   0.00059708]
 [210.           0.06648865   0.00059708]
 [211.           0.06648865   0.00059708]
 [212.           0.06648865   0.00059708]
 [213.           0.06648865   0.00059708]
 [214.           0.06648865   0.00059708]
 [215.           0.06648865   0.00059708]
